SuperUserName,CustID,"GROUP_CONCAT(CategorySports SEPARATOR ', ')"
DH,38516683,"High Risk Punter(Soccer)"
DH,38518129,"Normal Member(Non-Sports), VIP(Soccer, Basketball)"
DH,38519479,"Normal Member(Soccer, Parlay), High Risk Punter(E-Sports, Non-Sports)"
DH,38563045,"Normal Member(Soccer, Non-Sports)"
DH,38576156,"High Risk Punter(Basketball)"
DH,38600581,"High Risk Punter(Soccer, Basketball)"
DH,38635017,VIP(Soccer)
DH,38675327,NULL
DH,38699176,"High Risk Punter(Soccer, Other-Sports)"
DH,38750149,"VIP(Soccer, Parlay)"
DH,38751528,"High Risk Punter(Soccer)"
DH,38754273,"High Risk Punter(Soccer)"
DH,38754355,"High Risk Punter(Soccer)"
DH,38763588,"High Risk Punter(Non-Sports)"
DH,38764240,"High Risk Punter(Soccer)"
DH,38796998,"High Risk Punter(Soccer)"
DH,38799758,VIP(Soccer)
DH,38854309,"Normal Member(Other-Sports), VIP(Soccer), High Risk Punter(Non-Sports)"
DH,38854676,VIP(Soccer)
DH,38854709,"Normal Member(Soccer, Basketball, Other-Sports, Non-Sports)"
DH,38854736,NULL
DH,38854817,NULL
DH,38854848,"Normal Member(Non-Sports)"
DH,38854861,"High Risk Punter(Parlay)"
DH,38854867,"Normal Member(Soccer, Non-Sports, Parlay)"
DH,38854874,"Normal Member(Non-Sports)"
DH,38854882,"Normal Member(Non-Sports, Parlay), High Risk Punter(Soccer)"
DH,38854928,"High Risk Punter(Soccer)"
DH,38854938,"Normal Member(Soccer)"
DH,38855040,"High Risk Punter(Soccer)"
DH,38855056,"Normal Member(Soccer)"
DH,38855071,"Normal Member(Non-Sports)"
DH,38855113,"High Risk Punter(Soccer)"
DH,38855119,"Normal Member(Soccer)"
DH,38855793,"High Risk Punter(Soccer, Non-Sports)"
DH,38856560,"Normal Member(Soccer)"
DH,38856572,"Normal Member(Soccer)"
DH,38856887,"High Risk Punter(Soccer)"
DH,38870092,"High Risk Punter(Non-Sports)"
DH,38870104,"Normal Member(Soccer, Non-Sports), High Risk Punter(Parlay)"
DH,38870107,"High Risk Punter(Soccer)"
DH,38870109,"Normal Member(Soccer, Non-Sports)"
DH,38870113,"High Risk Punter(Soccer)"
DH,38870118,"Normal Member(Soccer)"
DH,38870127,VIP(Soccer)
DH,38870150,"Normal Member(Soccer)"
DH,38870154,"Normal Member(Soccer)"
DH,38870159,"High Risk Punter(Basketball)"
DH,38870167,"Normal Member(Soccer)"
DH,38870171,"Normal Member(Soccer)"
DH,38870180,"Normal Member(Soccer)"
DH,38874995,VIP(Soccer)
DH,38877230,"Normal Member(Soccer, Non-Sports)"
DH,38920797,"Normal Member(E-Sports, Parlay), High Risk Punter(Non-Sports)"
DH,38921028,"Normal Member(E-Sports)"
DH,38928319,"High Risk Punter(Basketball, Other-Sports, Non-Sports)"
DH,38953174,"High Risk Punter(Basketball)"
DH,38991201,"VIP(Soccer, Other-Sports)"
DH,38993585,"High Risk Punter(Soccer, Parlay)"
DH,39008554,"Normal Member(Non-Sports)"
DH,39008667,VIP(Non-Sports)
DH,39016093,VIP(Non-Sports)
DH,39027557,"VIP(Soccer, Non-Sports)"
DH,39033729,NULL
DH,39051031,"VIP(Soccer, Parlay)"
DH,39058110,VIP(Soccer)
DH,39078398,"VIP(Soccer, Non-Sports, Parlay)"
DH,39079208,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
DH,39110478,VIP(Soccer)
DH,39135506,"Normal Member(Non-Sports)"
DH,39135632,VIP(Non-Sports)
DH,39150153,"VIP(Soccer), High Risk Punter(Parlay)"
DH,39189463,VIP(Soccer)
DH,39189549,"Normal Member(Other-Sports), VIP(Soccer)"
DH,39203227,"VIP(Soccer, Non-Sports)"
DH,39203300,VIP(Soccer)
DH,39203357,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
DH,39218348,"Normal Member(Non-Sports, Parlay)"
DH,39232027,"Normal Member(Soccer), Smart Punter(Non-Sports)"
DH,39244797,VIP(Soccer)
DH,39258211,"Normal Member(Non-Sports)"
DH,39258220,"VIP(Soccer, Non-Sports)"
DH,39258227,"Normal Member(Soccer)"
DH,39298251,VIP(Soccer)
DH,39315738,"High Risk Punter(Soccer)"
DH,39319774,"Normal Member(Soccer, Basketball, Non-Sports), Smart Punter(Other-Sports)"
DH,39319908,"High Risk Punter(Soccer)"
DH,39337035,"High Risk Punter(Parlay)"
DH,39338581,"Normal Member(Soccer), High Risk Punter(Non-Sports)"
DH,39355101,"Normal Member(Soccer, Basketball, Other-Sports)"
DH,39362497,"Normal Member(Soccer)"
DH,39362582,"High Risk Punter(Other-Sports)"
DH,39383839,"Normal Member(Soccer)"
DH,39411681,"High Risk Punter(Soccer)"
DH,39443566,"Normal Member(Soccer, Non-Sports)"
DH,39451193,"Normal Member(Soccer, Basketball)"
DH,39452845,VIP(Non-Sports)
DH,39462232,"Normal Member(Soccer, Non-Sports)"
DH,39474770,VIP(Soccer)
DH,39485251,"High Risk Punter(Soccer)"
DH,39501332,VIP(Soccer)
DH,39504178,"High Risk Punter(Basketball)"
DH,39504194,"Normal Member(Soccer)"
DH,39504215,VIP(Non-Sports)
DH,39515949,"Normal Member(Soccer)"
DH,39515974,VIP(Non-Sports)
DH,39515989,"High Risk Punter(Soccer)"
DH,39516026,"Normal Member(Soccer)"
DH,39516043,"Normal Member(Soccer), Smart Punter(Non-Sports)"
DH,39516058,"Normal Member(Soccer)"
DH,39516074,"Normal Member(Soccer, E-Sports)"
DH,39516101,VIP(Soccer)
DH,39516118,VIP(Soccer)
DH,39525530,"Normal Member(Basketball), High Risk Punter(Soccer)"
DH,39526569,"VIP(Soccer, Non-Sports)"
DH,39527883,"Smart Punter(Soccer)"
DH,39537120,"Normal Member(Soccer, Basketball)"
DH,39538294,VIP(Soccer)
DH,39579492,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
DH,39581851,"Normal Member(Soccer), VIP(Non-Sports)"
DH,39584091,"Normal Member(Soccer)"
DH,39584115,"Normal Member(Soccer, Non-Sports)"
DH,39588382,"Normal Member(Soccer)"
DH,39636380,"Normal Member(Soccer, Basketball), High Risk Punter(Non-Sports)"
DH,39641958,"High Risk Punter(Soccer)"
DH,39690879,VIP(Soccer)
DH,39712601,"High Risk Punter(Non-Sports)"
DH,39757257,"High Risk Punter(Parlay)"
DH,39797038,"Normal Member(Basketball, Non-Sports), High Risk Punter(Soccer, Parlay)"
DH,39813748,VIP(Soccer)
DH,39848768,"High Risk Punter(Soccer)"
DH,39922369,VIP(Non-Sports)
DH,39968710,"Normal Member(Soccer, Basketball, Other-Sports)"
DH,39969144,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
DH,39974602,"High Risk Punter(Soccer, Basketball, Non-Sports)"
DH,39979291,VIP(Soccer)
DH,40000775,"Normal Member(Soccer)"
DH,40008029,VIP(Soccer)
DH,40013822,"Normal Member(Soccer)"
DH,40054081,"High Risk Punter(Soccer, Parlay)"
DH,40054433,VIP(Non-Sports)
DH,40062059,"Normal Member(Soccer, Basketball)"
DH,40064657,VIP(Non-Sports)
DH,40068736,"Normal Member(Soccer, Parlay), Smart Punter(Non-Sports)"
DH,40086128,"Normal Member(Non-Sports)"
DH,40086168,"Normal Member(Non-Sports)"
DH,40086187,NULL
DH,40094568,"High Risk Punter(Basketball)"
DH,40098455,"High Risk Punter(Soccer)"
DH,40114552,"Normal Member(Soccer, Non-Sports)"
DH,40132850,VIP(Soccer)
DH,40138069,"High Risk Punter(Soccer)"
DH,40139710,"VIP(Soccer, Basketball)"
DH,40144230,VIP(Soccer)
DH,40150026,VIP(Soccer)
DH,40154606,"Normal Member(Soccer, Non-Sports)"
DH,40154643,"Normal Member(Soccer, Non-Sports)"
DH,40172004,VIP(Soccer)
DH,40177095,NULL
DH,40178489,"VIP(Soccer, Parlay)"
DH,40178579,NULL
DH,40195933,"High Risk Punter(Soccer)"
DH,40197035,"Normal Member(Soccer)"
DH,40259055,VIP(Soccer)
DH,40263613,"Normal Member(Soccer)"
DH,40301225,"VIP(Soccer, Basketball)"
DH,40307088,"Normal Member(Non-Sports)"
DH,40319980,"High Risk Punter(Soccer)"
DH,40328195,"High Risk Punter(Non-Sports)"
DH,40328274,"High Risk Punter(E-Sports)"
DH,40366785,"Normal Member(Soccer)"
DH,40396168,"VIP(Soccer, Non-Sports)"
DH,40456302,"High Risk Punter(Soccer, Basketball)"
DH,40459037,VIP(Non-Sports)
DH,40461244,"High Risk Punter(Soccer)"
DH,40476950,"Normal Member(Basketball), High Risk Punter(Soccer)"
DH,40506455,VIP(Soccer)
DH,40511191,"Normal Member(Parlay)"
DH,40521435,"Normal Member(Soccer, Basketball)"
DH,40527928,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
DH,40531570,"Normal Member(Soccer, Basketball, Other-Sports)"
DH,40537786,"Normal Member(Soccer, Non-Sports)"
DH,40540704,"Normal Member(Non-Sports)"
DH,40544272,"High Risk Punter(Parlay)"
DH,40557930,"High Risk Punter(Soccer)"
DH,40579500,"Smart Punter(Soccer)"
DH,40582000,"Normal Member(Non-Sports)"
DH,40582096,VIP(Basketball)
DH,40582457,"Normal Member(Non-Sports), VIP(Soccer)"
DH,40582502,VIP(Soccer)
DH,40582670,"High Risk Punter(Soccer)"
DH,40582712,"Normal Member(Soccer, Parlay), High Risk Punter(Other-Sports)"
DH,40591505,VIP(Soccer)
DH,40599384,"Normal Member(Other-Sports), High Risk Punter(Soccer)"
DH,40600592,"Normal Member(Soccer, Basketball)"
DH,40611668,"Normal Member(Soccer)"
DH,40620217,VIP(Soccer)
DH,40624674,"High Risk Punter(Soccer)"
DH,40624863,"Normal Member(Soccer)"
DH,40624883,"Normal Member(Soccer, Non-Sports)"
DH,40624898,"Normal Member(Soccer)"
DH,40624914,VIP(Soccer)
DH,40625198,"Normal Member(Soccer)"
DH,40625220,"Normal Member(Soccer)"
DH,40625232,"High Risk Punter(Soccer)"
DH,40625244,"Normal Member(Soccer)"
DH,40625297,"Normal Member(Soccer)"
DH,40625321,"Normal Member(Soccer)"
DH,40625355,"Normal Member(Soccer)"
DH,40625372,"Normal Member(Soccer)"
DH,40625385,"Normal Member(Soccer)"
DH,40625398,"Normal Member(Soccer)"
DH,40625429,"High Risk Punter(Soccer)"
DH,40627565,VIP(Soccer)
DH,40627629,VIP(Soccer)
DH,40627683,"High Risk Punter(Soccer)"
DH,40627757,"Normal Member(Soccer)"
DH,40627919,VIP(Non-Sports)
DH,40629188,"High Risk Punter(Soccer)"
DH,40629260,"High Risk Punter(Soccer)"
DH,40629308,"Normal Member(Soccer)"
DH,40629406,VIP(Soccer)
DH,40629444,"Normal Member(Soccer, Parlay)"
DH,40629480,NULL
DH,40635778,"VIP(Soccer, Basketball)"
DH,40656987,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
DH,40657446,"Normal Member(Non-Sports)"
DH,40661073,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
DH,40667071,"High Risk Punter(Soccer)"
DH,40682092,VIP(Non-Sports)
DH,40684771,"High Risk Punter(Soccer, Basketball)"
DH,40711370,VIP(Soccer)
DH,40711787,VIP(Soccer)
DH,40715484,VIP(Soccer)
DH,40729389,VIP(Non-Sports)
DH,40739525,"Normal Member(Basketball, Non-Sports, Parlay), High Risk Punter(Soccer)"
DH,40739531,"Normal Member(Non-Sports)"
DH,40739537,"Normal Member(Basketball), High Risk Punter(Non-Sports)"
DH,40739544,NULL
DH,40770000,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
DH,40771539,"Normal Member(Soccer, Non-Sports)"
DH,40772542,"Normal Member(Non-Sports), High Risk Punter(Soccer, Basketball)"
DH,40777757,"Normal Member(Soccer, Non-Sports)"
DH,40799084,"Normal Member(Non-Sports)"
DH,40807910,"Normal Member(Soccer, Basketball)"
DH,40811450,"Normal Member(Parlay), High Risk Punter(Soccer)"
DH,40818640,"High Risk Punter(Soccer)"
DH,40819262,"Normal Member(Non-Sports), Smart Punter(Soccer)"
DH,40822857,VIP(Non-Sports)
DH,40844535,"Normal Member(Soccer, Basketball, Other-Sports), High Risk Punter(Non-Sports)"
DH,40853258,VIP(Non-Sports)
DH,40853271,VIP(Soccer)
DH,40853276,"Normal Member(Non-Sports)"
DH,40853280,"Normal Member(Non-Sports)"
DH,40878120,"Normal Member(Other-Sports), High Risk Punter(Non-Sports)"
DH,40881165,VIP(Soccer)
DH,40883151,"Normal Member(Non-Sports)"
DH,40898613,"Normal Member(Soccer, Non-Sports)"
DH,40900970,"Normal Member(Non-Sports)"
DH,40907729,NULL
DH,40912944,"Normal Member(Non-Sports)"
DH,40923435,"Normal Member(Soccer)"
DH,40938641,"Normal Member(Soccer)"
DH,40938646,"High Risk Punter(Basketball)"
DH,40945200,"Normal Member(Soccer, Non-Sports, Parlay)"
DH,40972305,"High Risk Punter(Soccer)"
DH,40975851,"High Risk Punter(Soccer)"
DH,41010649,"Normal Member(Basketball, Non-Sports, Parlay)"
DH,41010682,"Normal Member(Basketball, Other-Sports, Non-Sports, Parlay), Smart Punter(E-Sports), High Risk Punter(Soccer)"
DH,41010700,"High Risk Punter(Other-Sports)"
DH,41010714,"Normal Member(Basketball, Other-Sports, E-Sports, Non-Sports, Parlay)"
DH,41010742,VIP(E-Sports)
DH,41015466,VIP(Soccer)
DH,41033738,"Normal Member(Soccer)"
DH,41037676,VIP(Soccer)
DH,41037799,"Normal Member(Non-Sports)"
DH,41066256,VIP(Soccer)
DH,41067533,"Normal Member(Non-Sports)"
DH,41085566,NULL
DH,41089261,"High Risk Punter(Soccer)"
DH,41100084,NULL
DH,41106863,"Normal Member(Soccer, Non-Sports)"
DH,41106882,"High Risk Punter(Soccer, Non-Sports)"
DH,41106897,"Normal Member(Non-Sports)"
DH,41106909,"Normal Member(Non-Sports)"
DH,41126967,VIP(Soccer)
DH,41130276,"Normal Member(Soccer)"
DH,41143129,"Normal Member(Non-Sports)"
DH,41151514,VIP(Soccer)
DH,41152967,"Normal Member(Basketball, Parlay), High Risk Punter(Soccer)"
DH,41153525,NULL
DH,41153541,VIP(Non-Sports)
DH,41159897,VIP(Soccer)
DH,41194617,"High Risk Punter(Non-Sports)"
DH,41208551,"Normal Member(Other-Sports), VIP(Soccer)"
DH,41215326,VIP(Non-Sports)
DH,41216441,"Normal Member(Soccer)"
DH,41219540,"Normal Member(Soccer, Non-Sports)"
DH,41219582,"High Risk Punter(Non-Sports)"
DH,41230670,"Normal Member(Soccer, Basketball)"
DH,41236617,"Normal Member(Soccer, Non-Sports)"
DH,41244722,NULL
DH,41254906,VIP(Soccer)
DH,41257031,"Normal Member(Non-Sports)"
DH,41259012,NULL
DH,41274510,"High Risk Punter(Soccer, Parlay)"
DH,41286037,NULL
DH,41286878,"Normal Member(Non-Sports)"
DH,41287506,NULL
DH,41291190,"Normal Member(Soccer), High Risk Punter(Non-Sports, Parlay)"
DH,41315060,"Normal Member(Soccer)"
DH,41329234,"Normal Member(Soccer, Basketball), High Risk Punter(Parlay)"
DH,41345819,"High Risk Punter(Soccer)"
DH,41349284,"Smart Punter(Soccer), High Risk Punter(Basketball, Other-Sports)"
DH,41350902,NULL
DH,41406923,"Normal Member(Non-Sports)"
DH,41411157,"High Risk Punter(Soccer)"
DH,41423763,NULL
DH,41424570,"Normal Member(Soccer, Parlay)"
DH,41426902,NULL
DH,41426947,"Normal Member(Soccer, Non-Sports, Parlay)"
DH,41426966,"Normal Member(Soccer)"
DH,41426981,"High Risk Punter(Other-Sports)"
DH,41427040,"Normal Member(Soccer), High Risk Punter(Basketball)"
DH,41428572,VIP(Soccer)
DH,41447204,"Normal Member(Soccer)"
DH,41452875,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
DH,41457719,NULL
DH,41473718,"Normal Member(Soccer)"
DH,41476599,"Normal Member(Soccer), High Risk Punter(Parlay)"
DH,41493070,"Normal Member(Soccer), High Risk Punter(Other-Sports)"
DH,41504753,"High Risk Punter(Soccer)"
DH,41521115,"Normal Member(Parlay), Smart Punter(Soccer)"
DH,41530310,NULL
DH,41555527,"Normal Member(Non-Sports)"
DH,41561863,"Normal Member(Soccer, Basketball)"
DH,41567949,"Smart Punter(Soccer)"
DH,41567990,"Normal Member(Non-Sports)"
DH,41569672,"High Risk Punter(Soccer)"
DH,41579726,"Normal Member(Non-Sports)"
DH,41580019,"Normal Member(Basketball)"
DH,41583935,NULL
DH,41594396,"Smart Punter(Non-Sports)"
DH,41603419,"Normal Member(Soccer)"
DH,41609949,NULL
DH,41635446,"Normal Member(Non-Sports)"
DH,41653778,"Normal Member(Soccer)"
DH,41670569,"High Risk Punter(Non-Sports)"
DH,41715145,"VIP(Soccer, Parlay)"
DH,41725946,"Normal Member(Soccer)"
DH,41759387,NULL
DH,41806951,"Normal Member(Soccer), Smart Punter(Non-Sports)"
DH,41806980,"Normal Member(Non-Sports)"
DH,41812294,NULL
DH,41816652,"Normal Member(Soccer, Basketball, Other-Sports), High Risk Punter(Parlay)"
DH,41821629,"Normal Member(Non-Sports)"
DH,41823828,NULL
DH,41825715,"Normal Member(Soccer, Non-Sports), High Risk Punter(Basketball, Other-Sports)"
DH,41832408,"Normal Member(Soccer)"
DH,41833741,"Normal Member(Soccer)"
DH,41844619,"Normal Member(Parlay), High Risk Punter(Soccer)"
DH,41847904,"VIP(Soccer, Non-Sports)"
DH,41852814,NULL
DH,41857838,"Normal Member(Soccer)"
DH,41860799,VIP(Soccer)
DH,41866734,NULL
DH,41875927,"Normal Member(Soccer)"
DH,41880768,"High Risk Punter(Parlay)"
DH,41881220,"Normal Member(Soccer)"
DH,41897767,NULL
DH,41897791,NULL
DH,41942463,"Normal Member(Soccer), High Risk Punter(Parlay)"
DH,41964818,NULL
DH,41964844,"High Risk Punter(Soccer)"
DH,41972393,"High Risk Punter(Non-Sports)"
DH,41998247,"Normal Member(Non-Sports)"
DH,41998286,VIP(Non-Sports)
DH,41998293,NULL
DH,41998304,NULL
DH,41998331,"Normal Member(Other-Sports, Parlay)"
DH,41998349,"Normal Member(Soccer, Non-Sports, Parlay), High Risk Punter(Basketball)"
DH,41998360,"High Risk Punter(Basketball)"
DH,41998390,"Normal Member(Non-Sports)"
DH,41998396,"Smart Punter(Soccer)"
DH,41998408,"Normal Member(Soccer)"
DH,41998446,NULL
DH,41998456,"High Risk Punter(Non-Sports)"
DH,41998474,"Normal Member(Soccer), High Risk Punter(Non-Sports)"
DH,41998489,"Normal Member(Soccer, Parlay)"
DH,41998505,"High Risk Punter(Soccer)"
DH,41998521,"Normal Member(Non-Sports)"
DH,41998527,"Normal Member(Basketball)"
DH,41998542,NULL
DH,41998555,"Normal Member(Non-Sports)"
DH,41998561,NULL
DH,42029934,"Smart Punter(Soccer)"
DH,42029954,"Normal Member(Soccer)"
DH,42043431,"High Risk Punter(Soccer)"
DH,42103781,"Normal Member(Non-Sports)"
DH,42113089,"Normal Member(Basketball, Non-Sports), High Risk Punter(Other-Sports, Parlay)"
DH,42117908,"High Risk Punter(Non-Sports)"
DH,42117935,"High Risk Punter(Non-Sports)"
DH,42136759,"VIP(Soccer), High Risk Punter(Basketball)"
DH,42157019,"High Risk Punter(Non-Sports)"
DH,42157146,"Normal Member(Soccer, Non-Sports)"
DH,42157168,"Normal Member(Non-Sports)"
DH,42178962,"Normal Member(Soccer)"
DH,42179004,"High Risk Punter(Soccer)"
DH,42179033,"Normal Member(Soccer)"
DH,42210149,"Normal Member(Soccer)"
DH,42210474,"Normal Member(Soccer, Basketball, Other-Sports, Non-Sports)"
DH,42213006,"Normal Member(Soccer), VIP(Non-Sports)"
DH,42213759,"Normal Member(Soccer)"
DH,42222746,VIP(Non-Sports)
DH,42223148,"Normal Member(Other-Sports, Non-Sports)"
DH,42223292,"Normal Member(Non-Sports)"
DH,42225103,"Smart Punter(Non-Sports)"
DH,42232805,"Normal Member(Soccer)"
DH,42261055,"Normal Member(Soccer)"
DH,42261603,"Normal Member(Basketball), High Risk Punter(Soccer)"
DH,42262509,NULL
DH,42282887,"High Risk Punter(Non-Sports)"
DH,42295517,"Normal Member(Non-Sports)"
DH,42305167,"Normal Member(Soccer, Parlay), High Risk Punter(Non-Sports)"
DH,42305882,"Normal Member(Non-Sports)"
DH,42305919,"Normal Member(Non-Sports)"
DH,42306844,"High Risk Punter(Non-Sports)"
DH,42307060,"High Risk Punter(Non-Sports)"
DH,42307081,"Normal Member(Non-Sports)"
DH,42317842,NULL
DH,42365200,VIP(Soccer)
DH,42391607,VIP(Soccer)
DH,42407814,"Normal Member(Non-Sports)"
DH,42416381,"Normal Member(Non-Sports)"
DH,42416590,"Normal Member(Non-Sports)"
DH,42426937,"Normal Member(Non-Sports)"
DH,42429267,"High Risk Punter(Soccer)"
DH,42430548,VIP(Non-Sports)
DH,42448382,"Normal Member(Non-Sports)"
DH,42449338,NULL
DH,42453972,"Normal Member(Non-Sports)"
DH,42468411,"High Risk Punter(Non-Sports)"
DH,42483635,"High Risk Punter(Non-Sports)"
DH,42483664,NULL
DH,42483676,"Normal Member(Non-Sports)"
DH,42497296,NULL
DH,42497889,NULL
DH,42498326,"Normal Member(Non-Sports)"
DH,42505384,"Normal Member(Soccer)"
DH,42511076,"Normal Member(Non-Sports)"
DH,42519897,VIP(Non-Sports)
DH,42519949,NULL
DH,42525432,"Normal Member(Non-Sports)"
DH,42549726,"Normal Member(Non-Sports)"
DH,42549832,"Normal Member(Non-Sports)"
DH,42560188,"High Risk Punter(Soccer)"
DH,42573780,NULL
DH,42587298,"High Risk Punter(Soccer)"
DH,42587331,"High Risk Punter(Soccer)"
DH,42596624,"High Risk Punter(Non-Sports)"
DH,42596644,"High Risk Punter(Non-Sports)"
DH,42601587,"Normal Member(Non-Sports)"
DH,42602297,"Normal Member(Non-Sports)"
DH,42604888,"Normal Member(Non-Sports)"
DH,42619497,"Normal Member(Non-Sports)"
DH,42619559,NULL
DH,42623866,"High Risk Punter(Soccer)"
DH,42627153,"Normal Member(Non-Sports)"
DH,42630835,"High Risk Punter(Non-Sports)"
DH,42643594,VIP(Non-Sports)
DH,42645909,NULL
DH,42659970,NULL
DH,42670618,"Normal Member(Non-Sports)"
DH,42678930,"Smart Punter(Non-Sports)"
DH,42679278,NULL
DH,42682879,"Normal Member(Non-Sports)"
DH,42688740,NULL
DH,42693855,"Normal Member(Non-Sports)"
DH,42694689,"Normal Member(Non-Sports)"
DH,42695420,"Normal Member(Non-Sports)"
DH,42702136,"Normal Member(Non-Sports)"
DH,42703064,"Normal Member(Non-Sports)"
DH,42707025,"High Risk Punter(Soccer)"
DH,42713493,"Normal Member(Non-Sports)"
DH,42719532,"Normal Member(Non-Sports)"
DH,42723344,NULL
DH,42723356,"High Risk Punter(Non-Sports)"
DH,42728038,"Normal Member(Non-Sports)"
DH,42728898,NULL
DH,42733908,VIP(Non-Sports)
DH,42739226,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
DH,42740451,"Normal Member(Soccer, Non-Sports, Parlay)"
DH,42742366,"High Risk Punter(Non-Sports)"
DH,42749686,"Normal Member(Non-Sports)"
DH,42756103,"High Risk Punter(Non-Sports)"
DH,42762298,"Normal Member(Non-Sports)"
DH,42762356,"Normal Member(Non-Sports)"
DH,42762761,"Normal Member(Non-Sports)"
DH,42765826,VIP(Non-Sports)
DH,42767114,"High Risk Punter(Basketball)"
DH,42768730,"Normal Member(Non-Sports)"
DH,42770347,"High Risk Punter(Non-Sports)"
DH,42772759,NULL
DH,42772881,"Normal Member(Non-Sports)"
DH,42779335,"Normal Member(Non-Sports)"
DH,42780838,"High Risk Punter(Soccer)"
DH,42787883,"High Risk Punter(Non-Sports)"
DH,42791864,VIP(Non-Sports)
DH,42796734,"Normal Member(Non-Sports)"
DH,42802271,"Normal Member(Non-Sports)"
DH,42806141,"High Risk Punter(Soccer)"
DH,42812881,"Normal Member(Non-Sports)"
DH,42816036,NULL
DH,42824206,NULL
DH,42824958,"Smart Punter(Non-Sports)"
DH,42825977,"Normal Member(Non-Sports)"
DH,42826015,VIP(Non-Sports)
DH,42828420,"Normal Member(Non-Sports)"
DH,42838739,NULL
DH,42838932,"High Risk Punter(Soccer)"
DH,42840753,NULL
DH,42842371,"Normal Member(Non-Sports)"
DH,42844805,"Normal Member(Non-Sports)"
DH,42853068,"High Risk Punter(Non-Sports)"
DH,42855504,"High Risk Punter(Non-Sports)"
DH,42857642,NULL
DH,42862185,"Normal Member(Non-Sports)"
DH,42862836,NULL
DH,42864590,"Normal Member(Non-Sports)"
DH,42874543,"Normal Member(Non-Sports)"
DH,42877457,"High Risk Punter(Non-Sports)"
DH,42881412,VIP(Non-Sports)
DH,42883562,"Normal Member(Non-Sports)"
DH,42883948,"Normal Member(Non-Sports)"
DH,42888436,"Normal Member(Non-Sports)"
DH,42905427,"Normal Member(Soccer)"
DH,42905836,"High Risk Punter(Non-Sports)"
DH,42907011,"Normal Member(Non-Sports)"
DH,42908555,NULL
DH,42915292,"High Risk Punter(Basketball, E-Sports)"
DH,42933389,"Normal Member(Soccer)"
DH,42933472,VIP(Non-Sports)
DH,42934832,"Normal Member(Non-Sports)"
DH,42935278,"High Risk Punter(Soccer)"
DH,42936042,"Normal Member(Soccer)"
DH,42939568,"High Risk Punter(Soccer)"
DH,42946273,"Normal Member(Non-Sports)"
DH,42946282,VIP(Non-Sports)
DH,42946638,VIP(Non-Sports)
DH,42949888,"Normal Member(Non-Sports)"
DH,42952104,"Normal Member(Non-Sports)"
DH,42953715,"High Risk Punter(Non-Sports)"
DH,42965710,VIP(Non-Sports)
DH,42973294,NULL
DH,42975882,"High Risk Punter(Non-Sports)"
DH,42977022,"High Risk Punter(Soccer)"
DH,42977707,NULL
DH,42977760,NULL
DH,42977785,"Smart Punter(Basketball), High Risk Punter(Soccer)"
DH,42977810,NULL
DH,42977818,"Normal Member(Soccer), High Risk Punter(Parlay)"
DH,42979201,NULL
DH,42979203,"Normal Member(Non-Sports)"
DH,42979206,NULL
DH,42979212,NULL
DH,42979222,"High Risk Punter(Non-Sports)"
DH,42979246,NULL
DH,42979278,"Normal Member(Soccer)"
DH,42979282,"Normal Member(Soccer)"
DH,42982298,"Normal Member(E-Sports), High Risk Punter(Basketball)"
DH,42987773,NULL
DH,42987985,NULL
DH,42988268,"High Risk Punter(Non-Sports)"
DH,42990016,"Normal Member(Non-Sports)"
DH,42996544,"High Risk Punter(E-Sports)"
DH,42998970,NULL
DH,42998980,NULL
DH,42998992,NULL
DH,42999004,NULL
DH,43001473,NULL
DH,43006829,NULL
DH,43006886,"High Risk Punter(Non-Sports)"
DH,43008001,"Normal Member(Non-Sports)"
DH,43017549,VIP(Non-Sports)
DH,43024421,"High Risk Punter(Non-Sports)"
DH,43029646,NULL
DH,43031897,"Normal Member(Basketball, Other-Sports)"
DH,43038927,"High Risk Punter(Non-Sports)"
DH,43042462,"Normal Member(Soccer)"
DH,43042534,NULL
DH,43050910,NULL
DH,43059380,NULL
DH,43059388,"High Risk Punter(Non-Sports)"
DH,43059394,"High Risk Punter(Non-Sports)"
DH,43059399,NULL
DH,43059410,NULL
DH,43060402,NULL
DH,43084146,NULL
DH,43095752,"Normal Member(Non-Sports)"
DH,43096183,NULL
DH,43096237,NULL
DH,43099560,"High Risk Punter(Non-Sports)"
DH,43106218,NULL
DH,43106767,"Normal Member(Non-Sports)"
DH,43113393,NULL
DH,43118052,NULL
DH,43125577,NULL
DH,43128181,NULL
DH,43138186,NULL
DH,43138536,"Normal Member(Soccer, Basketball, Non-Sports, Parlay)"
DH,43148389,NULL
DH,43148996,NULL
DH,43155714,NULL
DH,43164987,"Normal Member(Soccer)"
DH,43170854,NULL
DH,43174614,NULL
DH,43175149,NULL
DH,43175198,NULL
DH,43201135,NULL
DH,43203760,NULL
DH,43208670,"Normal Member(Soccer)"
