SuperUserName,CustID,"GROUP_CONCAT(CategorySports SEPARATOR ', ')"
AV,39896869,"Normal Member(Soccer, E-Sports, Parlay)"
AV,39900371,"Normal Member(Soccer, Other-Sports, Non-Sports)"
AV,39911523,"Normal Member(Soccer)"
AV,39911677,"Normal Member(Soccer)"
AV,39935783,"High Risk Punter(Soccer)"
AV,39944655,"Normal Member(Other-Sports, Parlay), VIP(Soccer)"
AV,39944717,"High Risk Punter(Soccer)"
AV,39944747,"Normal Member(Other-Sports), VIP(Soccer), High Risk Punter(Parlay)"
AV,39944772,"Normal Member(Soccer, Basketball, Other-Sports, Non-Sports, Parlay)"
AV,39944776,"Normal Member(Soccer, Basketball, Other-Sports), High Risk Punter(Non-Sports, Parlay)"
AV,39944806,"Normal Member(Soccer, Parlay)"
AV,39944921,"Normal Member(Parlay), High Risk Punter(Soccer)"
AV,39945264,"Normal Member(Soccer, Basketball, Parlay), High Risk Punter(Other-Sports)"
AV,39956750,"Normal Member(Non-Sports), VIP(Soccer)"
AV,39958387,VIP(Soccer)
AV,39958495,"Normal Member(Soccer), High Risk Punter(Other-Sports)"
AV,39982993,VIP(Soccer)
AV,39984019,"Normal Member(Basketball, Other-Sports), High Risk Punter(Soccer)"
AV,39988783,"High Risk Punter(Non-Sports)"
AV,39994812,"Normal Member(Soccer, Non-Sports), High Risk Punter(Other-Sports, Parlay)"
AV,39995579,"Normal Member(Soccer), High Risk Punter(Non-Sports)"
AV,39996606,NULL
AV,40003586,"Normal Member(Soccer), High Risk Punter(Parlay)"
AV,40003630,"Normal Member(E-Sports), VIP(Non-Sports)"
AV,40003655,"Normal Member(Soccer, Non-Sports), High Risk Punter(Parlay)"
AV,40003748,"Normal Member(Soccer, Non-Sports, Parlay), High Risk Punter(Basketball)"
AV,40003780,VIP(Soccer)
AV,40003796,VIP(Non-Sports)
AV,40003815,"High Risk Punter(Other-Sports)"
AV,40003862,"Normal Member(Soccer, Non-Sports)"
AV,40003917,"Normal Member(Soccer)"
AV,40003939,VIP(Other-Sports)
AV,40004703,"Normal Member(Soccer), High Risk Punter(Non-Sports)"
AV,40013716,"Normal Member(Basketball, Non-Sports, Parlay), VIP(Soccer), High Risk Punter(E-Sports)"
AV,40030676,"Normal Member(Other-Sports)"
AV,40030806,VIP(Soccer)
AV,40030894,"High Risk Punter(Soccer)"
AV,40032454,VIP(Non-Sports)
AV,40051748,VIP(Soccer)
AV,40071997,"Normal Member(Soccer)"
AV,40077121,"High Risk Punter(Soccer)"
AV,40122474,VIP(Soccer)
AV,40128150,VIP(Soccer)
AV,40130246,"Normal Member(Soccer, Non-Sports), High Risk Punter(Parlay)"
AV,40143869,"High Risk Punter(Parlay)"
AV,40143882,"High Risk Punter(Non-Sports)"
AV,40156838,"High Risk Punter(Soccer)"
AV,40175911,"High Risk Punter(Soccer)"
AV,40182659,VIP(Soccer)
AV,40182667,VIP(Soccer)
AV,40182672,VIP(Soccer)
AV,40183902,"Normal Member(Soccer), VIP(Non-Sports)"
AV,40183917,"Normal Member(Non-Sports), VIP(Soccer)"
AV,40185387,VIP(Soccer)
AV,40214618,"Smart Punter(Soccer)"
AV,40236367,"High Risk Punter(Soccer)"
AV,40269765,"Normal Member(Soccer, Basketball, Other-Sports, Non-Sports)"
AV,40269808,"VIP(Soccer, Other-Sports, Non-Sports)"
AV,40269826,"High Risk Punter(Soccer, Basketball)"
AV,40331111,NULL
AV,40346698,"Normal Member(Soccer, Non-Sports)"
AV,40351309,"Normal Member(Soccer, Parlay), High Risk Punter(Basketball, Non-Sports)"
AV,40357119,"High Risk Punter(Soccer, Non-Sports)"
AV,40396112,NULL
AV,40467699,VIP(Non-Sports)
AV,40484968,"Normal Member(Parlay), VIP(Soccer)"
AV,40499354,"Normal Member(Soccer, Basketball), High Risk Punter(Other-Sports)"
AV,40501368,"Normal Member(Soccer)"
AV,40519925,"Normal Member(E-Sports), Smart Punter(Soccer), High Risk Punter(Basketball)"
AV,40519951,"Normal Member(Soccer)"
AV,40540574,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,40553929,"Normal Member(Non-Sports), Smart Punter(Soccer)"
AV,40562124,VIP(Non-Sports)
AV,40562132,VIP(Non-Sports)
AV,40567498,"Normal Member(E-Sports, Non-Sports, Parlay), VIP(Basketball), High Risk Punter(Soccer, Other-Sports)"
AV,40567936,"High Risk Punter(Soccer)"
AV,40568194,"High Risk Punter(Non-Sports)"
AV,40569356,VIP(Soccer)
AV,40569919,"High Risk Punter(Soccer)"
AV,40569988,"Normal Member(Parlay), High Risk Punter(Soccer)"
AV,40570054,"High Risk Punter(Soccer)"
AV,40570476,NULL
AV,40570483,"High Risk Punter(Basketball)"
AV,40575157,VIP(Soccer)
AV,40575183,"High Risk Punter(Soccer, Non-Sports)"
AV,40575206,VIP(Soccer)
AV,40575855,"High Risk Punter(Soccer)"
AV,40575874,"High Risk Punter(Soccer)"
AV,40591685,"Normal Member(Non-Sports, Parlay), Smart Punter(Soccer)"
AV,40596871,"High Risk Punter(Non-Sports)"
AV,40599216,"High Risk Punter(Non-Sports)"
AV,40618887,VIP(Soccer)
AV,40630908,"Normal Member(Soccer)"
AV,40630942,"Normal Member(Soccer)"
AV,40631504,"Normal Member(E-Sports), VIP(Non-Sports), High Risk Punter(Basketball)"
AV,40631514,"Normal Member(Basketball)"
AV,40631571,"Normal Member(E-Sports), High Risk Punter(Non-Sports)"
AV,40632639,"High Risk Punter(Soccer)"
AV,40632691,"Normal Member(Soccer)"
AV,40632704,"Normal Member(Soccer)"
AV,40632754,NULL
AV,40633401,VIP(Non-Sports)
AV,40635382,Probation(Soccer)
AV,40640570,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,40643436,"Normal Member(Soccer, Non-Sports)"
AV,40649166,"Normal Member(Soccer, Other-Sports)"
AV,40651538,VIP(Soccer)
AV,40651722,NULL
AV,40651798,VIP(Soccer)
AV,40651950,VIP(Soccer)
AV,40651997,VIP(Soccer)
AV,40653202,"High Risk Punter(Parlay)"
AV,40653267,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,40657419,NULL
AV,40657442,"VIP(Soccer), High Risk Punter(Parlay)"
AV,40657463,"High Risk Punter(Soccer)"
AV,40657489,"Normal Member(Soccer), High Risk Punter(Basketball, Non-Sports)"
AV,40657499,"Normal Member(Soccer)"
AV,40657519,"High Risk Punter(Soccer)"
AV,40657529,VIP(Soccer)
AV,40657554,"Normal Member(Soccer), High Risk Punter(Parlay)"
AV,40675505,VIP(Soccer)
AV,40681632,"Normal Member(Non-Sports)"
AV,40694433,"Normal Member(Soccer, Non-Sports), High Risk Punter(Basketball, Other-Sports)"
AV,40712668,"Normal Member(Soccer, Non-Sports)"
AV,40772255,"Normal Member(Soccer)"
AV,40773280,"Normal Member(Soccer, Non-Sports)"
AV,40791326,"VIP(Soccer, Non-Sports)"
AV,40791536,"High Risk Punter(Soccer)"
AV,40797715,"Normal Member(Soccer, Non-Sports)"
AV,40797899,VIP(Soccer)
AV,40805259,"High Risk Punter(Soccer)"
AV,40805281,"Normal Member(Soccer)"
AV,40805289,"Normal Member(Soccer)"
AV,40805303,VIP(Soccer)
AV,40815601,"Normal Member(Soccer)"
AV,40817941,"Normal Member(Soccer), High Risk Punter(Non-Sports)"
AV,40818061,"Normal Member(Soccer)"
AV,40818078,"Normal Member(Soccer)"
AV,40818114,"Normal Member(Soccer)"
AV,40818133,"Normal Member(Soccer, Other-Sports, Parlay), Smart Punter(Non-Sports)"
AV,40818890,"VIP(Soccer), High Risk Punter(Parlay)"
AV,40819504,"High Risk Punter(Soccer)"
AV,40819945,"Normal Member(Soccer)"
AV,40820046,"Normal Member(Soccer), High Risk Punter(Basketball)"
AV,40820246,"Normal Member(Other-Sports), VIP(Non-Sports), High Risk Punter(Soccer)"
AV,40822915,"Normal Member(Non-Sports)"
AV,40822940,"Normal Member(Soccer), High Risk Punter(Other-Sports)"
AV,40822994,"High Risk Punter(Soccer)"
AV,40823024,VIP(Soccer)
AV,40823109,"Normal Member(Non-Sports, Parlay), VIP(Soccer)"
AV,40823181,"Normal Member(Basketball), High Risk Punter(Soccer)"
AV,40823217,"Normal Member(Soccer, Basketball)"
AV,40829631,"Normal Member(Non-Sports, Parlay), High Risk Punter(Soccer)"
AV,40829671,"Normal Member(Soccer, Basketball, Non-Sports, Parlay), High Risk Punter(Other-Sports)"
AV,40829730,VIP(Non-Sports)
AV,40838749,"Normal Member(Other-Sports, Parlay), VIP(Soccer)"
AV,40839066,"Normal Member(Soccer)"
AV,40855587,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,40861319,NULL
AV,40861361,"Normal Member(Soccer, Non-Sports)"
AV,40861549,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,40861570,"High Risk Punter(Soccer)"
AV,40861751,"Normal Member(Soccer, Basketball, Other-Sports)"
AV,40861782,"Normal Member(Non-Sports), High Risk Punter(Soccer, Other-Sports)"
AV,40862745,VIP(Non-Sports)
AV,40872356,NULL
AV,40872533,"Normal Member(Soccer)"
AV,40872930,"Normal Member(Soccer, Parlay)"
AV,40873030,NULL
AV,40873060,"Normal Member(Soccer)"
AV,40873085,"Normal Member(Soccer, Non-Sports)"
AV,40873265,NULL
AV,40873532,"Normal Member(Parlay), High Risk Punter(Soccer)"
AV,40873753,"Normal Member(Soccer, Basketball)"
AV,40873804,VIP(Soccer)
AV,40873812,"Normal Member(Soccer)"
AV,40873848,VIP(Soccer)
AV,40873910,VIP(Soccer)
AV,40880700,"Normal Member(Non-Sports)"
AV,40880716,"Normal Member(Non-Sports)"
AV,40882089,"High Risk Punter(Non-Sports)"
AV,40882109,"Normal Member(Soccer)"
AV,40883467,"Normal Member(Soccer, Non-Sports), High Risk Punter(Other-Sports)"
AV,40888668,"Normal Member(Soccer, Non-Sports)"
AV,40895251,"Normal Member(Basketball), High Risk Punter(Soccer)"
AV,40897176,"Normal Member(Soccer)"
AV,40897186,"Normal Member(Soccer)"
AV,40900336,"Normal Member(Soccer, Parlay)"
AV,40900466,"Normal Member(Soccer), High Risk Punter(Parlay)"
AV,40900513,"Normal Member(Other-Sports), High Risk Punter(Soccer)"
AV,40900766,"Normal Member(Parlay), VIP(Other-Sports), High Risk Punter(Soccer)"
AV,40901037,"VIP(Basketball, Other-Sports)"
AV,40901063,"Normal Member(Soccer)"
AV,40902730,VIP(Non-Sports)
AV,40903635,VIP(Soccer)
AV,40903970,"Smart Punter(Soccer)"
AV,40904078,"Normal Member(Soccer)"
AV,40904166,NULL
AV,40904287,"Normal Member(Other-Sports)"
AV,40905092,VIP(Non-Sports)
AV,40905101,"Normal Member(Soccer, Basketball, Parlay), High Risk Punter(Non-Sports)"
AV,40906180,VIP(Basketball)
AV,40906275,"Normal Member(Soccer)"
AV,40915057,VIP(Soccer)
AV,40915124,"Normal Member(Soccer, E-Sports), High Risk Punter(Parlay)"
AV,40915134,"Normal Member(Soccer, Non-Sports, Parlay)"
AV,40915138,"High Risk Punter(Basketball)"
AV,40915541,VIP(Soccer)
AV,40915898,"High Risk Punter(Parlay)"
AV,40915910,"Normal Member(Soccer, Non-Sports)"
AV,40921477,"Normal Member(Soccer)"
AV,40921561,"High Risk Punter(Soccer)"
AV,40921631,"Normal Member(Soccer)"
AV,40921923,VIP(Soccer)
AV,40921958,"High Risk Punter(Soccer, Basketball)"
AV,40921971,"Normal Member(Soccer, Basketball)"
AV,40921983,"VIP(Soccer, Other-Sports)"
AV,40921996,VIP(Soccer)
AV,40922017,"High Risk Punter(Other-Sports)"
AV,40922794,VIP(Soccer)
AV,40922855,"Normal Member(Soccer, Basketball, Other-Sports, E-Sports, Non-Sports)"
AV,40922962,VIP(Soccer)
AV,40923432,"Normal Member(Soccer)"
AV,40923551,"Normal Member(Soccer), Smart Punter(Non-Sports)"
AV,40923621,"Normal Member(Soccer, Non-Sports)"
AV,40924250,"Normal Member(Soccer, Other-Sports, Non-Sports)"
AV,40924470,"Normal Member(Soccer, Other-Sports)"
AV,40924673,"Normal Member(Soccer, Basketball), High Risk Punter(Other-Sports, Non-Sports)"
AV,40924675,"Normal Member(Soccer, E-Sports), High Risk Punter(Basketball)"
AV,40925011,"High Risk Punter(Soccer, Non-Sports)"
AV,40925085,"Normal Member(Soccer, Non-Sports, Parlay)"
AV,40925643,VIP(Soccer)
AV,40925742,"Smart Punter(Soccer)"
AV,40925933,"Normal Member(Soccer)"
AV,40925947,"High Risk Punter(Soccer)"
AV,40925979,"Normal Member(Soccer)"
AV,40926007,"Normal Member(Soccer)"
AV,40926052,"Normal Member(Soccer)"
AV,40926125,"High Risk Punter(Soccer)"
AV,40926223,VIP(Soccer)
AV,40926267,"High Risk Punter(Soccer)"
AV,40926298,"Smart Punter(Soccer)"
AV,40926311,"High Risk Punter(Soccer)"
AV,40926327,"High Risk Punter(Soccer)"
AV,40926338,"Normal Member(Soccer), High Risk Punter(E-Sports)"
AV,40927293,"High Risk Punter(Soccer)"
AV,40927335,"Normal Member(Soccer), High Risk Punter(Non-Sports)"
AV,40927349,"Normal Member(Soccer)"
AV,40927379,"Normal Member(Soccer, Basketball)"
AV,40927389,"Smart Punter(Soccer)"
AV,40927455,"Normal Member(Soccer)"
AV,40927496,"Normal Member(Soccer)"
AV,40927520,NULL
AV,40927545,"High Risk Punter(Soccer)"
AV,40927581,"Normal Member(Soccer)"
AV,40927607,"Normal Member(Soccer, Non-Sports)"
AV,40927638,VIP(Soccer)
AV,40927656,"Normal Member(Soccer)"
AV,40927690,"Normal Member(Soccer)"
AV,40927712,"High Risk Punter(Soccer, Parlay)"
AV,40927816,VIP(Soccer)
AV,40927870,"High Risk Punter(Soccer)"
AV,40927917,"VIP(Soccer, Non-Sports)"
AV,40927965,"Normal Member(Soccer, Non-Sports)"
AV,40928638,VIP(Soccer)
AV,40928643,"Normal Member(Soccer, Non-Sports), High Risk Punter(Basketball)"
AV,40928686,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,40928718,"Normal Member(Parlay), VIP(Soccer), High Risk Punter(Basketball)"
AV,40928728,"High Risk Punter(Non-Sports)"
AV,40928782,VIP(Soccer)
AV,40928823,"Normal Member(Soccer, Basketball, Parlay), High Risk Punter(Other-Sports)"
AV,40928936,"Normal Member(Soccer, Other-Sports, Non-Sports)"
AV,40929008,NULL
AV,40929071,"Normal Member(Other-Sports), High Risk Punter(Soccer)"
AV,40929125,"High Risk Punter(Soccer, Basketball, Non-Sports)"
AV,40929304,VIP(Non-Sports)
AV,40929422,"Normal Member(Soccer, Non-Sports)"
AV,40929493,"Normal Member(Soccer)"
AV,40929651,NULL
AV,40930894,VIP(Soccer)
AV,40932251,"Normal Member(Soccer)"
AV,40932262,VIP(Soccer)
AV,40932273,"Normal Member(Soccer)"
AV,40933793,"Smart Punter(Non-Sports), High Risk Punter(Soccer)"
AV,40933981,"VIP(Soccer, Non-Sports)"
AV,40934080,"High Risk Punter(Soccer)"
AV,40934134,VIP(Non-Sports)
AV,40934261,"Smart Punter(Soccer)"
AV,40934304,"Normal Member(Soccer)"
AV,40934334,"High Risk Punter(Soccer)"
AV,40937474,VIP(Soccer)
AV,40937591,VIP(Non-Sports)
AV,40937618,VIP(Soccer)
AV,40937639,"High Risk Punter(Soccer)"
AV,40937660,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,40937682,NULL
AV,40937708,"Smart Punter(Non-Sports), High Risk Punter(Parlay)"
AV,40937739,VIP(Non-Sports)
AV,40937907,"Normal Member(Parlay), Smart Punter(Soccer)"
AV,40937961,"High Risk Punter(Non-Sports)"
AV,40943768,NULL
AV,40943785,"High Risk Punter(Soccer)"
AV,40943802,"Normal Member(Other-Sports), High Risk Punter(Soccer)"
AV,40944358,"Normal Member(Soccer)"
AV,40945135,"Normal Member(Soccer, Parlay)"
AV,40946821,"Normal Member(Other-Sports), High Risk Punter(Soccer, E-Sports)"
AV,40946848,"Normal Member(Soccer)"
AV,40958228,"Normal Member(Soccer)"
AV,40965103,"High Risk Punter(Non-Sports)"
AV,40974650,"VIP(Soccer), High Risk Punter(Basketball)"
AV,40976289,"Normal Member(Soccer)"
AV,40978872,"Normal Member(Soccer)"
AV,40993078,"Normal Member(Soccer)"
AV,41001830,"High Risk Punter(Non-Sports)"
AV,41003827,"Normal Member(Non-Sports, Parlay)"
AV,41013175,"Smart Punter(Soccer), High Risk Punter(Non-Sports)"
AV,41013246,"VIP(Soccer), High Risk Punter(Basketball)"
AV,41020618,"Normal Member(Soccer)"
AV,41031490,VIP(Non-Sports)
AV,41031613,"Smart Punter(Other-Sports), High Risk Punter(Basketball)"
AV,41047591,"Normal Member(Non-Sports)"
AV,41060020,"Normal Member(Non-Sports)"
AV,41064823,"Normal Member(Soccer, Other-Sports, Non-Sports)"
AV,41070058,"Normal Member(Soccer)"
AV,41070143,"High Risk Punter(Soccer)"
AV,41070184,"High Risk Punter(Soccer, Non-Sports)"
AV,41070211,"Normal Member(Soccer)"
AV,41071804,NULL
AV,41074458,VIP(Non-Sports)
AV,41087171,"Normal Member(Non-Sports)"
AV,41092959,"Normal Member(Basketball, E-Sports), High Risk Punter(Soccer, Non-Sports)"
AV,41095968,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,41096274,"Normal Member(Non-Sports)"
AV,41133499,NULL
AV,41133692,NULL
AV,41146583,"Normal Member(Non-Sports)"
AV,41147024,"Normal Member(Soccer)"
AV,41149064,"Normal Member(Soccer), High Risk Punter(Parlay)"
AV,41149106,"Normal Member(Soccer, E-Sports)"
AV,41149183,"Normal Member(Soccer)"
AV,41149268,"Normal Member(Soccer)"
AV,41161040,VIP(Non-Sports)
AV,41166545,NULL
AV,41167527,VIP(Non-Sports)
AV,41177367,"Normal Member(Soccer, Non-Sports, Parlay)"
AV,41187160,"Normal Member(Soccer, Basketball, Other-Sports)"
AV,41194415,"Normal Member(Soccer)"
AV,41194719,"High Risk Punter(Soccer)"
AV,41195362,"Normal Member(Soccer, Basketball, E-Sports, Non-Sports)"
AV,41203618,"Normal Member(Soccer, Non-Sports)"
AV,41205989,"Normal Member(Other-Sports)"
AV,41207843,"Normal Member(Soccer, Other-Sports, E-Sports, Non-Sports), High Risk Punter(Basketball)"
AV,41208945,"Normal Member(Soccer, Basketball)"
AV,41209575,"Normal Member(Non-Sports)"
AV,41215622,"Normal Member(Basketball, Other-Sports), High Risk Punter(Soccer)"
AV,41227325,"Normal Member(Non-Sports)"
AV,41240801,"Normal Member(Non-Sports), Smart Punter(Soccer)"
AV,41250884,"Normal Member(Non-Sports), VIP(Soccer)"
AV,41269776,VIP(Soccer)
AV,41286767,"High Risk Punter(Basketball, Non-Sports)"
AV,41301701,NULL
AV,41312988,VIP(Soccer)
AV,41313077,VIP(Soccer)
AV,41340572,"High Risk Punter(Non-Sports)"
AV,41342507,"Normal Member(Soccer)"
AV,41350205,"Normal Member(Parlay), High Risk Punter(Soccer)"
AV,41380214,VIP(Non-Sports)
AV,41392288,NULL
AV,41400269,"Normal Member(Parlay), VIP(Non-Sports), High Risk Punter(Soccer)"
AV,41411034,"Normal Member(Non-Sports)"
AV,41411046,"Normal Member(Non-Sports)"
AV,41414159,"High Risk Punter(Soccer)"
AV,41416797,"High Risk Punter(Basketball)"
AV,41430302,"Normal Member(Non-Sports)"
AV,41443885,"High Risk Punter(Soccer, Basketball)"
AV,41454159,"Normal Member(Soccer)"
AV,41454223,VIP(Soccer)
AV,41455777,"Normal Member(Soccer)"
AV,41457450,NULL
AV,41462156,"Normal Member(Soccer)"
AV,41462602,"High Risk Punter(Soccer)"
AV,41467192,"Normal Member(Soccer), High Risk Punter(Non-Sports)"
AV,41467629,"High Risk Punter(Non-Sports)"
AV,41470701,"High Risk Punter(Soccer)"
AV,41470864,"Normal Member(Non-Sports)"
AV,41470907,VIP(Non-Sports)
AV,41475743,"Normal Member(Soccer)"
AV,41498889,"Normal Member(Soccer)"
AV,41499072,"Normal Member(Soccer, Non-Sports)"
AV,41503407,"Normal Member(Soccer, Basketball)"
AV,41503470,"Normal Member(Soccer)"
AV,41503474,"High Risk Punter(Soccer)"
AV,41503477,"High Risk Punter(Soccer)"
AV,41503484,"Normal Member(Other-Sports)"
AV,41503490,VIP(Non-Sports)
AV,41503494,"VIP(Soccer, Basketball, Other-Sports)"
AV,41503504,"Smart Punter(Soccer)"
AV,41503506,"Normal Member(Non-Sports)"
AV,41503516,"High Risk Punter(Soccer)"
AV,41503529,"High Risk Punter(Soccer)"
AV,41503532,"Normal Member(Soccer)"
AV,41503536,"High Risk Punter(Soccer)"
AV,41503544,"Normal Member(Soccer), High Risk Punter(Basketball)"
AV,41503874,"Normal Member(E-Sports), High Risk Punter(Soccer, Non-Sports)"
AV,41504050,"High Risk Punter(Soccer)"
AV,41504058,"Normal Member(Parlay), VIP(Soccer)"
AV,41504063,"Normal Member(Soccer, Basketball, Parlay)"
AV,41504070,"Normal Member(Basketball, Non-Sports), VIP(Soccer), High Risk Punter(Parlay)"
AV,41504082,"Normal Member(Soccer)"
AV,41504088,"Normal Member(Soccer)"
AV,41504137,"Normal Member(Basketball, Non-Sports, Parlay), VIP(Soccer)"
AV,41509168,"Normal Member(Soccer, Other-Sports, Non-Sports, Parlay)"
AV,41509209,"Normal Member(Soccer), High Risk Punter(Other-Sports)"
AV,41509219,NULL
AV,41513019,"Normal Member(Soccer, Parlay)"
AV,41514565,"Normal Member(Non-Sports)"
AV,41514592,"Normal Member(Non-Sports)"
AV,41514615,"Normal Member(Soccer, Non-Sports)"
AV,41514670,"Normal Member(Soccer)"
AV,41514812,NULL
AV,41517003,"Normal Member(Soccer, Basketball)"
AV,41517034,"High Risk Punter(Soccer)"
AV,41517054,"Normal Member(Soccer), High Risk Punter(Basketball, Parlay)"
AV,41517071,"Smart Punter(Soccer), High Risk Punter(Non-Sports)"
AV,41517089,NULL
AV,41517101,"Normal Member(Soccer)"
AV,41517521,NULL
AV,41517851,"Normal Member(Non-Sports)"
AV,41517865,"Normal Member(Non-Sports)"
AV,41522076,"Normal Member(Non-Sports), VIP(Soccer, Basketball)"
AV,41523365,"Normal Member(Soccer)"
AV,41523405,"Normal Member(Soccer), High Risk Punter(Parlay)"
AV,41523418,"Normal Member(Soccer)"
AV,41523447,"Normal Member(Other-Sports), High Risk Punter(Non-Sports)"
AV,41523485,"Normal Member(Soccer)"
AV,41523513,"High Risk Punter(Other-Sports)"
AV,41538662,"High Risk Punter(Soccer)"
AV,41538867,"High Risk Punter(Soccer)"
AV,41541424,"High Risk Punter(Soccer)"
AV,41544611,"High Risk Punter(Non-Sports)"
AV,41549608,"High Risk Punter(Non-Sports)"
AV,41570015,"Normal Member(Non-Sports)"
AV,41576427,VIP(Non-Sports)
AV,41579851,"Normal Member(Soccer), VIP(Non-Sports)"
AV,41580770,VIP(Soccer)
AV,41581570,"Normal Member(Non-Sports)"
AV,41583047,VIP(Soccer)
AV,41584892,VIP(Soccer)
AV,41585565,"Normal Member(Soccer)"
AV,41597288,"Normal Member(Soccer, Non-Sports)"
AV,41617131,"VIP(Soccer, Basketball)"
AV,41618182,"Normal Member(Non-Sports)"
AV,41665070,"High Risk Punter(Soccer)"
AV,41666573,"Normal Member(Soccer, Basketball, Non-Sports)"
AV,41668099,"High Risk Punter(Basketball)"
AV,41668356,"High Risk Punter(Soccer)"
AV,41683365,"Normal Member(Soccer)"
AV,41692754,VIP(Soccer)
AV,41695461,"High Risk Punter(Soccer)"
AV,41703579,"Normal Member(Soccer)"
AV,41705374,"Normal Member(Soccer, Basketball)"
AV,41712843,"Normal Member(Non-Sports)"
AV,41727897,"High Risk Punter(Soccer)"
AV,41727911,"Normal Member(Soccer, Non-Sports, Parlay)"
AV,41729056,"Normal Member(Non-Sports)"
AV,41729947,VIP(Soccer)
AV,41733878,"Normal Member(Non-Sports)"
AV,41738928,"Normal Member(Soccer, Basketball, E-Sports, Parlay), High Risk Punter(Non-Sports)"
AV,41744011,VIP(Non-Sports)
AV,41747569,"Normal Member(Soccer, Non-Sports, Parlay)"
AV,41747629,"Normal Member(Soccer)"
AV,41747706,"Smart Punter(Soccer)"
AV,41752559,"Normal Member(Soccer, Non-Sports)"
AV,41765081,NULL
AV,41775407,"High Risk Punter(Soccer)"
AV,41776401,"Normal Member(Soccer)"
AV,41781581,"Normal Member(Non-Sports)"
AV,41796361,"Normal Member(Non-Sports)"
AV,41815326,"Normal Member(Soccer)"
AV,41817669,"Normal Member(Non-Sports)"
AV,41821007,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,41837280,"High Risk Punter(Soccer)"
AV,41837373,NULL
AV,41837520,"High Risk Punter(Soccer)"
AV,41837613,"High Risk Punter(Soccer)"
AV,41837748,"Normal Member(Soccer)"
AV,41859329,"Normal Member(Non-Sports)"
AV,41859368,"Normal Member(Non-Sports)"
AV,41865651,"Normal Member(Soccer)"
AV,41867320,"Normal Member(Soccer)"
AV,41898535,VIP(Non-Sports)
AV,41901687,"Normal Member(Basketball, Parlay), High Risk Punter(Soccer)"
AV,41901792,"Normal Member(Parlay), High Risk Punter(Soccer)"
AV,41901981,"Normal Member(Soccer)"
AV,41908540,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,41916433,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,41917031,"High Risk Punter(Soccer)"
AV,41919313,"High Risk Punter(Non-Sports)"
AV,41927285,VIP(Non-Sports)
AV,41934154,"Normal Member(Non-Sports)"
AV,41934818,"Normal Member(Soccer)"
AV,41935001,"VIP(Non-Sports), High Risk Punter(Soccer)"
AV,41935117,"Normal Member(Non-Sports)"
AV,41935140,"Normal Member(Soccer, Non-Sports)"
AV,41938777,"Normal Member(Soccer)"
AV,41946724,VIP(Soccer)
AV,41951421,NULL
AV,41986022,"Normal Member(Soccer)"
AV,41999237,NULL
AV,42003739,NULL
AV,42003938,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,42021859,NULL
AV,42029414,"Normal Member(Non-Sports)"
AV,42029436,"Normal Member(Non-Sports)"
AV,42037442,"Normal Member(Parlay), High Risk Punter(Soccer)"
AV,42037467,NULL
AV,42037507,"Normal Member(Soccer), High Risk Punter(Non-Sports)"
AV,42038190,"Normal Member(Non-Sports)"
AV,42039532,"Normal Member(Soccer)"
AV,42039572,NULL
AV,42039685,"High Risk Punter(Soccer)"
AV,42039771,NULL
AV,42039858,NULL
AV,42039887,NULL
AV,42039920,"High Risk Punter(Soccer)"
AV,42040140,NULL
AV,42040177,"High Risk Punter(Soccer)"
AV,42040214,NULL
AV,42040246,NULL
AV,42040285,NULL
AV,42040325,NULL
AV,42040346,NULL
AV,42040421,"High Risk Punter(Soccer)"
AV,42040447,NULL
AV,42040465,NULL
AV,42040484,NULL
AV,42041708,"Normal Member(Soccer, Non-Sports)"
AV,42051652,"Normal Member(Non-Sports)"
AV,42052091,"Normal Member(Non-Sports)"
AV,42082495,"Normal Member(Soccer, Parlay), Smart Punter(Non-Sports)"
AV,42084679,NULL
AV,42116849,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,42130884,NULL
AV,42132882,"Normal Member(Non-Sports)"
AV,42147622,"Normal Member(Non-Sports), VIP(Soccer)"
AV,42197175,"Normal Member(Non-Sports), High Risk Punter(Soccer)"
AV,42197665,NULL
AV,42201873,"Normal Member(Soccer), Smart Punter(Basketball), High Risk Punter(Other-Sports)"
AV,42214241,VIP(Non-Sports)
AV,42215564,"Normal Member(Non-Sports)"
AV,42215886,"Normal Member(Soccer, Parlay)"
AV,42216260,"Normal Member(Soccer)"
AV,42217492,"Normal Member(Non-Sports)"
AV,42221274,"Normal Member(Soccer, Non-Sports)"
AV,42261632,"Normal Member(Soccer)"
AV,42281779,NULL
